1710A "Color the Picture" "constructive algorithms,greedy,math" "A picture can be represented as an n\xc3\x97m grid (n rows and m columns) so that each of the n\xe2\x8b\x85m cells is colored with one color. You have k pigments of different colors. You have a limited amount of each pigment, more precisely you can color at most ai cells with the i-th pigment.A picture is considered beautiful if each cell has at least 3 toroidal neighbors with the same color as itself.Two cells are considered toroidal neighbors if they toroidally share an edge. In other words, for some integers 1\xe2\x89\xa4x1,x2\xe2\x89\xa4n and 1\xe2\x89\xa4y1,y2\xe2\x89\xa4m, the cell in the x1-th row and y1-th column is a toroidal neighbor of the cell in the x2-th row and y2-th column if one of following two conditions holds:  x1\xe2\x88\x92x2\xe2\x89\xa1\xc2\xb11(modn) and y1=y2, or  y1\xe2\x88\x92y2\xe2\x89\xa1\xc2\xb11(modm) and x1=x2. Notice that each cell has exactly 4 toroidal neighbors. For example, if n=3 and m=4, the toroidal neighbors of the cell (1,2) (the cell on the first row and second column) are: (3,2), (2,2), (1,3), (1,1). They are shown in gray on the image below:  The gray cells show toroidal neighbors of (1,2). Is it possible to color all cells with the pigments provided and create a beautiful picture?" 1500
1709F "Multiset of Strings" "bitmasks,brute force,dp,fft,flows,graphs,math,meet-in-the-middle,trees" "You are given three integers n, k and f.Consider all binary strings (i.\xe2\x80\x89e. all strings consisting of characters 0 and/or 1) of length from 1 to n. For every such string s, you need to choose an integer cs from 0 to k.A multiset of binary strings of length exactly n is considered beautiful if for every binary string s with length from 1 to n, the number of strings in the multiset such that s is their prefix is not exceeding cs.For example, let n=2, c0=3, c00=1, c01=2, c1=1, c10=2, and c11=3. The multiset of strings {11,01,00,01} is beautiful, since:  for the string 0, there are 3 strings in the multiset such that 0 is their prefix, and 3\xe2\x89\xa4c0;  for the string 00, there is one string in the multiset such that 00 is its prefix, and 1\xe2\x89\xa4c00;  for the string 01, there are 2 strings in the multiset such that 01 is their prefix, and 2\xe2\x89\xa4c01;  for the string 1, there is one string in the multiset such that 1 is its prefix, and 1\xe2\x89\xa4c1;  for the string 10, there are 0 strings in the multiset such that 10 is their prefix, and 0\xe2\x89\xa4c10;  for the string 11, there is one string in the multiset such that 11 is its prefix, and 1\xe2\x89\xa4c11. Now, for the problem itself. You have to calculate the number of ways to choose the integer cs for every binary string s of length from 1 to n in such a way that the maximum possible size of a beautiful multiset is exactly f." 2500
1709E "XOR Tree" "bitmasks,data structures,dfs and similar,dsu,greedy,trees" "You are given a tree consisting of n vertices. A number is written on each vertex; the number on vertex i is equal to ai.Recall that a simple path is a path that visits each vertex at most once. Let the weight of the path be the bitwise XOR of the values written on vertices it consists of. Let\'s say that a tree is good if no simple path has weight 0.You can apply the following operation any number of times (possibly, zero): select a vertex of the tree and replace the value written on it with an arbitrary positive integer. What is the minimum number of times you have to apply this operation in order to make the tree good?" 2400
1709D Rorororobot "binary search,data structures,greedy,math" "There is a grid, consisting of n rows and m columns. The rows are numbered from 1 to n from bottom to top. The columns are numbered from 1 to m from left to right. The i-th column has the bottom ai cells blocked (the cells in rows 1,2,\xe2\x80\xa6,ai), the remaining n\xe2\x88\x92ai cells are unblocked.A robot is travelling across this grid. You can send it commands \xe2\x80\x94 move up, right, down or left. If a robot attempts to move into a blocked cell or outside the grid, it explodes.However, the robot is broken \xe2\x80\x94 it executes each received command k times. So if you tell it to move up, for example, it will move up k times (k cells). You can\'t send it commands while the robot executes the current one.You are asked q queries about the robot. Each query has a start cell, a finish cell and a value k. Can you send the robot an arbitrary number of commands (possibly, zero) so that it reaches the finish cell from the start cell, given that it executes each command k times?The robot must stop in the finish cell. If it visits the finish cell while still executing commands, it doesn\'t count." 1700
1709C "Recover an RBS" "constructive algorithms,greedy,implementation,strings" "A bracket sequence is a string containing only characters ""("" and "")"". A regular bracket sequence (or, shortly, an RBS) is a bracket sequence that can be transformed into a correct arithmetic expression by inserting characters ""1"" and ""+"" between the original characters of the sequence. For example:  bracket sequences ""()()"" and ""(())"" are regular (the resulting expressions are: ""(1)+(1)"" and ""((1+1)+1)"");  bracket sequences "")("", ""("" and "")"" are not. There was an RBS. Some brackets have been replaced with question marks. Is it true that there is a unique way to replace question marks with brackets, so that the resulting sequence is an RBS?" 1800
1709B "Also Try Minecraft" "data structures,dp,implementation" "You are beta testing the new secret Terraria update. This update will add quests to the game!Simply, the world map can be represented as an array of length n, where the i-th column of the world has height ai.There are m quests you have to test. The j-th of them is represented by two integers sj and tj. In this quest, you have to go from the column sj to the column tj. At the start of the quest, you are appearing at the column sj.In one move, you can go from the column x to the column x\xe2\x88\x921 or to the column x+1. In this version, you have Spectre Boots, which allow you to fly. Since it is a beta version, they are bugged, so they only allow you to fly when you are going up and have infinite fly duration. When you are moving from the column with the height p to the column with the height q, then you get some amount of fall damage. If the height p is greater than the height q, you get p\xe2\x88\x92q fall damage, otherwise you fly up and get 0 damage.For each of the given quests, determine the minimum amount of fall damage you can get during this quest." 900
1709A "Three Doors" "brute force,greedy,implementation,math" "There are three doors in front of you, numbered from 1 to 3 from left to right. Each door has a lock on it, which can only be opened with a key with the same number on it as the number on the door.There are three keys \xe2\x80\x94 one for each door. Two of them are hidden behind the doors, so that there is no more than one key behind each door. So two doors have one key behind them, one door doesn\'t have a key behind it. To obtain a key hidden behind a door, you should first unlock that door. The remaining key is in your hands.Can you open all the doors?" 800
1708B "Difference of GCDs" "constructive algorithms,math" "You are given three integers n, l, and r. You need to construct an array a1,a2,\xe2\x80\xa6,an (l\xe2\x89\xa4ai\xe2\x89\xa4r) such that gcd(i,ai) are all distinct or report there\'s no solution.Here gcd(x,y) denotes the greatest common divisor (GCD) of integers x and y." 1100
1708A "Difference Operations" greedy,math "You are given an array a consisting of n positive integers.You are allowed to perform this operation any number of times (possibly, zero):   choose an index i (2\xe2\x89\xa4i\xe2\x89\xa4n), and change ai to ai\xe2\x88\x92ai\xe2\x88\x921. Is it possible to make ai=0 for all 2\xe2\x89\xa4i\xe2\x89\xa4n?" 800
1707F Bugaboo "bitmasks,constructive algorithms,dp,number theory" "A transformation of an array of positive integers a1,a2,\xe2\x80\xa6,an is defined by replacing a with the array b1,b2,\xe2\x80\xa6,bn given by bi=ai\xe2\x8a\x95a(imodn)+1, where \xe2\x8a\x95 denotes the bitwise XOR operation.You are given integers n, t, and w. We consider an array c1,c2,\xe2\x80\xa6,cn (0\xe2\x89\xa4ci\xe2\x89\xa42w\xe2\x88\x921) to be bugaboo if and only if there exists an array a1,a2,\xe2\x80\xa6,an such that after transforming a for t times, a becomes c.For example, when n=6, t=2, w=2, then the array [3,2,1,0,2,2] is bugaboo because it can be given by transforming the array [2,3,1,1,0,1] for 2 times:[2,3,1,1,0,1]\xe2\x86\x92[2\xe2\x8a\x953,3\xe2\x8a\x951,1\xe2\x8a\x951,1\xe2\x8a\x950,0\xe2\x8a\x951,1\xe2\x8a\x952]=[1,2,0,1,1,3];[1,2,0,1,1,3]\xe2\x86\x92[1\xe2\x8a\x952,2\xe2\x8a\x950,0\xe2\x8a\x951,1\xe2\x8a\x951,1\xe2\x8a\x953,3\xe2\x8a\x951]=[3,2,1,0,2,2].And the array [4,4,4,4,0,0] is not bugaboo because 4>22\xe2\x88\x921. The array [2,3,3,3,3,3] is also not bugaboo because it can\'t be given by transforming one array for 2 times.You are given an array c with some positions lost (only m positions are known at first and the remaining positions are lost). And there are q modifications, where each modification is changing a position of c. A modification can possibly change whether the position is lost or known, and it can possibly redefine a position that is already given.You need to calculate how many possible arrays c (with arbitrary elements on the lost positions) are bugaboos after each modification. Output the i-th answer modulo pi (pi is a given array consisting of q elements)." 3500
1707E Replace "binary search,data structures" "You are given an integer array a1,\xe2\x80\xa6,an, where 1\xe2\x89\xa4ai\xe2\x89\xa4n for all i.There\'s a ""replace"" function f which takes a pair of integers (l,r), where l\xe2\x89\xa4r, as input and outputs the pair f((l,r))=(min{al,al+1,\xe2\x80\xa6,ar},max{al,al+1,\xe2\x80\xa6,ar}).Consider repeated calls of this function. That is, from a starting pair (l,r) we get f((l,r)), then f(f((l,r))), then f(f(f((l,r)))), and so on.Now you need to answer q queries. For the i-th query you have two integers li and ri (1\xe2\x89\xa4li\xe2\x89\xa4ri\xe2\x89\xa4n). You must answer the minimum number of times you must apply the ""replace"" function to the pair (li,ri) to get (1,n), or report that it is impossible." 3500
1707D "Partial Virtual Trees" "combinatorics,dfs and similar,dp,math,trees" "Kawashiro Nitori is a girl who loves competitive programming. One day she found a rooted tree consisting of n vertices. The root is vertex 1. As an advanced problem setter, she quickly thought of a problem.Kawashiro Nitori has a vertex set U={1,2,\xe2\x80\xa6,n}. She\'s going to play a game with the tree and the set. In each operation, she will choose a vertex set T, where T is a partial virtual tree of U, and change U into T.A vertex set S1 is a partial virtual tree of a vertex set S2, if S1 is a subset of S2, S1\xe2\x89\xa0S2, and for all pairs of vertices i and j in S1, LCA(i,j) is in S1, where LCA(x,y) denotes the lowest common ancestor of vertices x and y on the tree. Note that a vertex set can have many different partial virtual trees.Kawashiro Nitori wants to know for each possible k, if she performs the operation exactly k times, in how many ways she can make U={1} in the end? Two ways are considered different if there exists an integer z (1\xe2\x89\xa4z\xe2\x89\xa4k) such that after z operations the sets U are different.Since the answer could be very large, you need to find it modulo p. It\'s guaranteed that p is a prime number." 3000
1707C "DFS Trees" "dfs and similar,dsu,graphs,greedy,sortings,trees" "You are given a connected undirected graph consisting of n vertices and m edges. The weight of the i-th edge is i.Here is a wrong algorithm of finding a minimum spanning tree (MST) of a graph:vis := an array of length ns := a set of edgesfunction dfs(u):    vis[u] := true    iterate through each edge (u, v) in the order from smallest to largest edge weight        if vis[v] = false            add edge (u, v) into the set (s)            dfs(v)function findMST(u):    reset all elements of (vis) to false    reset the edge set (s) to empty    dfs(u)    return the edge set (s)Each of the calls findMST(1), findMST(2), ..., findMST(n) gives you a spanning tree of the graph. Determine which of these trees are minimum spanning trees." 2400
1707B "Difference Array" "brute force,data structures,implementation,sortings" "You are given an array a consisting of n non-negative integers. It is guaranteed that a is sorted from small to large.For each operation, we generate a new array bi=ai+1\xe2\x88\x92ai for 1\xe2\x89\xa4i<n. Then we sort b from small to large, replace a with b, and decrease n by 1.After performing n\xe2\x88\x921 operations, n becomes 1. You need to output the only integer in array a (that is to say, you need to output a1)." 1900
1707A "Doremy\'s IQ" "binary search,constructive algorithms,greedy,implementation" "Doremy is asked to test n contests. Contest i can only be tested on day i. The difficulty of contest i is ai. Initially, Doremy\'s IQ is q. On day i Doremy will choose whether to test contest i or not. She can only test a contest if her current IQ is strictly greater than 0.If Doremy chooses to test contest i on day i, the following happens:   if ai>q, Doremy will feel she is not wise enough, so q decreases by 1;  otherwise, nothing changes.  If she chooses not to test a contest, nothing changes.Doremy wants to test as many contests as possible. Please give Doremy a solution." 1600
1706E "Qpwoeirut and Vertices" "binary search,data structures,dfs and similar,divide and conquer,dsu,greedy,trees" "You are given a connected undirected graph with n vertices and m edges. Vertices of the graph are numbered by integers from 1 to n and edges of the graph are numbered by integers from 1 to m.Your task is to answer q queries, each consisting of two integers l and r. The answer to each query is the smallest non-negative integer k such that the following condition holds:   For all pairs of integers (a,b) such that l\xe2\x89\xa4a\xe2\x89\xa4b\xe2\x89\xa4r, vertices a and b are reachable from one another using only the first k edges (that is, edges 1,2,\xe2\x80\xa6,k)." 2300
1706D2 "Chopping Carrots (Hard Version)" "brute force,constructive algorithms,data structures,dp,greedy,math,number theory,two pointers" "This is the hard version of the problem. The only difference between the versions is the constraints on n, k, ai, and the sum of n over all test cases. You can make hacks only if both versions of the problem are solved.Note the unusual memory limit.You are given an array of integers a1,a2,\xe2\x80\xa6,an of length n, and an integer k.The cost of an array of integers p1,p2,\xe2\x80\xa6,pn of length n is max1\xe2\x89\xa4i\xe2\x89\xa4n(\xe2\x8c\x8aaipi\xe2\x8c\x8b)\xe2\x88\x92min1\xe2\x89\xa4i\xe2\x89\xa4n(\xe2\x8c\x8aaipi\xe2\x8c\x8b).Here, \xe2\x8c\x8axy\xe2\x8c\x8b denotes the integer part of the division of x by y. Find the minimum cost of an array p such that 1\xe2\x89\xa4pi\xe2\x89\xa4k for all 1\xe2\x89\xa4i\xe2\x89\xa4n." 2400
1706D1 "Chopping Carrots (Easy Version)" "binary search,brute force,constructive algorithms,greedy,number theory" "This is the easy version of the problem. The only difference between the versions is the constraints on n, k, ai, and the sum of n over all test cases. You can make hacks only if both versions of the problem are solved.Note the unusual memory limit.You are given an array of integers a1,a2,\xe2\x80\xa6,an of length n, and an integer k.The cost of an array of integers p1,p2,\xe2\x80\xa6,pn of length n is max1\xe2\x89\xa4i\xe2\x89\xa4n(\xe2\x8c\x8aaipi\xe2\x8c\x8b)\xe2\x88\x92min1\xe2\x89\xa4i\xe2\x89\xa4n(\xe2\x8c\x8aaipi\xe2\x8c\x8b).Here, \xe2\x8c\x8axy\xe2\x8c\x8b denotes the integer part of the division of x by y. Find the minimum cost of an array p such that 1\xe2\x89\xa4pi\xe2\x89\xa4k for all 1\xe2\x89\xa4i\xe2\x89\xa4n." 1700
1706C "Qpwoeirut And The City" dp,flows,greedy,implementation "Qpwoeirut has taken up architecture and ambitiously decided to remodel his city.Qpwoeirut\'s city can be described as a row of n buildings, the i-th (1\xe2\x89\xa4i\xe2\x89\xa4n) of which is hi floors high. You can assume that the height of every floor in this problem is equal. Therefore, building i is taller than the building j if and only if the number of floors hi in building i is larger than the number of floors hj in building j.Building i is cool if it is taller than both building i\xe2\x88\x921 and building i+1 (and both of them exist). Note that neither the 1-st nor the n-th building can be cool.To remodel the city, Qpwoeirut needs to maximize the number of cool buildings. To do this, Qpwoeirut can build additional floors on top of any of the buildings to make them taller. Note that he cannot remove already existing floors.Since building new floors is expensive, Qpwoeirut wants to minimize the number of floors he builds. Find the minimum number of floors Qpwoeirut needs to build in order to maximize the number of cool buildings." 1400
